Day,Hour of day,Latitude,Longitude,magnitud,Profundidad,Tec,Ne/cm-3,O+,hmF2,foF2,VTEC,sismo
05/05/2023,14:00,37.5402,137.3053,0,0,1.81,357854,946,352,8.779,38,0
05/05/2023,14:20,37.5402,137.3053,0,0,1.67,359630,946,353.9,8.714,37.1,0
05/05/2023,14:30,37.5402,137.3053,0,0,1.55,359826,946,355.5,8.644,35.4,0
05/05/2023,14:45,37.5402,137.3053,0,0,1.44,358404,946,356.7,8.569,36.1,0
05/05/2023,15:00,37.5402,137.3053,0,0,1.34,354953,945,357.4,8.489,36.5,0
05/05/2023,15:20,37.5402,137.3053,0,0,1.27,349739,945,357.8,8.404,36.5,0
05/05/2023,15:30,37.5402,137.3053,0,0,1.21,342852,945,357.6,8.315,36.5,0
05/05/2023,15:45,37.5402,137.3053,0,0,1.18,334309,945,357.1,8.218,36.2,0
05/05/2023,16:00,37.5402,137.3053,0,0,1.16,324168,945,356.1,8.115,35.7,0
05/05/2023,16:20,37.5402,137.3053,0,0,1.18,312550,945,354.6,8.004,34.3,0
05/05/2023,16:30,37.5402,137.3053,0,0,1.21,299650,945,352.7,7.886,32.9,0
05/05/2023,16:45,37.5402,137.3053,0,0,1.28,285747,945,350.3,7.762,31.9,0
05/05/2023,17:00,37.5402,137.3053,0,0,1.37,271199,946,347.6,7.633,31,0
05/05/2023,17:20,37.5402,137.3053,0,0,1.5,256419,946,344.4,7.504,27.5,0
05/05/2023,17:30,37.5402,137.3053,0,0,1.66,241853,947,340.9,7.378,27.9,0
05/05/2023,17:45,37.5402,137.3053,0,0,1.85,227944,948,337.1,7.261,27,0
05/05/2023,18:00,37.5402,137.3053,0,0,2.07,215094,949,333,7.16,26.8,0
05/05/2023,18:20,37.5402,137.3053,0,0,2.33,203643,950,328.7,7.081,26.8,0
05/05/2023,18:30,37.5402,137.3053,0,0,2.63,193835,952,324.1,7.031,26.4,0
05/05/2023,18:45,37.5402,137.3053,0,0,2.97,185823,953,319.5,7.016,24.1,0
05/05/2023,19:00,37.5402,137.3053,0,0,3.37,179659,955,314.7,7.04,25,0
05/05/2023,19:20,37.5402,137.3053,0,0,3.82,175305,957,309.9,7.106,26.2,0
05/05/2023,19:30,37.5402,137.3053,0,0,4.36,172646,959,305.2,7.213,26,0
05/05/2023,19:45,37.5402,137.3053,0,0,4.97,171506,960,300.5,7.362,24.9,0
05/05/2023,20:00,37.5402,137.3053,0,0,5.62,171664,962,296,7.547,24.5,0
05/05/2023,20:20,37.5402,137.3053,3.5,14,6.33,172873,964,291.7,7.764,23.1,1
05/05/2023,20:30,37.5402,137.3053,3.7,5,7.11,174883,965,287.7,8.003,22.8,1
05/05/2023,20:45,37.5402,137.3053,3.6,3,7.93,177454,966,283.9,8.256,23.8,1
05/05/2023,21:00,37.5402,137.3053,0,0,8.78,180370,967,280.5,8.514,23.9,0
05/05/2023,21:20,37.5402,137.3053,0,0,9.64,183457,968,277.6,8.769,22.8,0
05/05/2023,21:30,37.5402,137.3053,3.5,18,10.5,186585,969,275,9.011,21.7,1
05/05/2023,21:45,37.5402,137.3053,4.1,11,11.32,189665,970,272.9,9.235,20.7,1
05/05/2023,22:00,37.5402,137.3053,0,0,12.09,192662,970,271.2,9.434,21,0
05/05/2023,22:20,37.5402,137.3053,0,0,12.8,195579,971,270.1,9.607,20.5,0
05/05/2023,22:30,37.5402,137.3053,0,0,13.43,198459,971,269.4,9.753,18.9,0
05/05/2023,22:45,37.5402,137.3053,3.6,4,13.98,201374,971,269.1,9.873,18.1,1
05/05/2023,23:00,37.5402,137.3053,3.6,16,14.43,204426,972,269.4,9.97,17.7,1
05/05/2023,23:20,37.5402,137.3053,3.4,59,14.8,207726,972,270,10.048,17.7,1
05/05/2023,23:30,37.5402,137.3053,3.6,16,15.08,211395,973,271.1,10.114,17.5,1
05/05/2023,23:45,37.5402,137.3053,0,0,15.3,215550,973,272.6,10.171,17.9,0
05/05/2023,00:00,37.5402,137.3053,3.5,17,15.47,220302,973,274.3,10.225,18.4,1
01/09/2017,01:00,14.7,261.98,0,0,10.3,4.90E+11,99,261.6,6.503,22,0
01/09/2017,02:00,14.7,261.98,0,0,6.1,3.10E+11,99.7,273.8,5.071,15.2,0
01/09/2017,03:00,14.7,261.98,0,0,3.8,2.04E+11,99.7,299.8,4.055,10.1,0
01/09/2017,04:00,14.7,261.98,0,0,3,1.50E+11,99.7,319.5,3.637,8.4,0
01/09/2017,05:00,14.7,261.98,0,0,2.8,1.39E+11,99.7,322.5,3.544,8,0
01/09/2017,06:00,14.7,261.98,0,0,2.8,1.44E+11,99.7,314.6,3.486,7.9,0
01/09/2017,07:00,14.7,261.98,0,0,2.8,1.50E+11,99.7,303.6,3.479,7.7,0
01/09/2017,08:00,14.7,261.98,3.7,64.4,2.9,1.53E+11,99.7,297.5,3.509,8.3,1
01/09/2017,09:00,14.7,261.98,0,0,2.6,1.36E+11,99.7,297.7,3.313,8,0
01/09/2017,10:00,14.7,261.98,0,0,2.1,1.06E+11,99.6,298.8,2.922,6.2,0
01/09/2017,11:00,14.7,261.98,3.5,148.9,2.2,1.05E+11,99.6,291.6,2.918,7.4,1
01/09/2017,12:00,14.7,261.98,0,0,3.6,1.65E+11,97.5,274.6,3.691,6.5,0
01/09/2017,13:00,14.7,261.98,4.4,100,6.5,2.65E+11,97.2,258.2,4.785,6,1
01/09/2017,14:00,14.7,261.98,3.8,176.6,8.8,3.45E+11,97.8,254,5.512,11.9,1
01/09/2017,15:00,14.7,261.98,0,0,10.3,4.06E+11,98.1,262.3,5.905,13.7,0
01/09/2017,16:00,14.7,261.98,0,0,12.7,5.10E+11,98.5,275,6.504,14.1,0
01/09/2017,17:00,14.7,261.98,3.5,93,16.5,6.88E+11,98.8,286.3,7.477,16,1
01/09/2017,18:00,14.7,261.98,0,0,21,8.92E+11,99,293.3,8.487,18.9,0
01/09/2017,19:00,14.7,261.98,0,0,24.7,1.07E+12,99.2,293.7,9.28,23.3,0
01/09/2017,20:00,14.7,261.98,0,0,27.2,1.19E+12,99.2,288,9.851,30.5,0
01/09/2017,21:00,14.7,261.98,3.4,63.7,27.7,1.25E+12,99.2,281.9,10.116,32.2,1
01/09/2017,22:00,14.7,261.98,0,0,25.8,1.18E+12,99.2,276.3,9.904,32.9,0
01/09/2017,23:00,14.7,261.98,0,0,21.7,9.90E+11,99.1,268.2,9.178,32.9,0
02/09/2017,01:00,14.7,261.98,0,0,10.5,4.99E+11,99,261,6.568,25.2,0
02/09/2017,02:00,14.7,261.98,0,0,6.1,3.14E+11,99.7,273.5,5.105,21.5,0
02/09/2017,03:00,14.7,261.98,0,0,3.8,2.06E+11,99.7,299.8,4.078,14.6,0
02/09/2017,04:00,14.7,261.98,3.7,50,3,1.51E+11,99.6,319.5,3.657,11.2,1
02/09/2017,05:00,14.7,261.98,0,0,2.9,1.40E+11,99.7,322.4,3.559,10,0
02/09/2017,06:00,14.7,261.98,0,0,2.8,1.45E+11,99.7,314.5,3.496,8.4,0
02/09/2017,07:00,14.7,261.98,3.5,93.7,2.8,1.50E+11,99.7,303.5,3.487,8.2,1
02/09/2017,08:00,14.7,261.98,0,0,2.9,1.53E+11,99.7,297.4,3.511,8.4,0
02/09/2017,09:00,14.7,261.98,4.1,105.8,2.6,1.36E+11,99.7,297.6,3.313,8.2,1
02/09/2017,10:00,14.7,261.98,3.4,127,2.1,1.06E+11,99.6,298.6,2.922,6.6,1
02/09/2017,10:00,14.7,261.98,3.8,44.4,2.1,1.06E+11,99.6,298.6,2.922,6.6,1
02/09/2017,11:00,14.7,261.98,0,0,2.2,1.06E+11,99.6,291.5,2.924,6.4,0
02/09/2017,12:00,14.7,261.98,0,0,3.6,1.66E+11,97.5,274.6,3.704,5.2,0
02/09/2017,13:00,14.7,261.98,0,0,6.5,2.66E+11,97.2,258.1,4.798,5.6,0
02/09/2017,14:00,14.7,261.98,0,0,8.8,3.46E+11,97.8,253.8,5.523,11.5,0
02/09/2017,15:00,14.7,261.98,0,0,10.3,4.07E+11,98.1,262,5.914,12.4,0
02/09/2017,16:00,14.7,261.98,0,0,12.7,5.11E+11,98.5,274.5,6.513,15.1,0
02/09/2017,17:00,14.7,261.98,0,0,16.5,6.88E+11,98.8,285.8,7.481,17.8,0
02/09/2017,18:00,14.7,261.98,0,0,21,8.92E+11,99,292.8,8.488,21.2,0
02/09/2017,19:00,14.7,261.98,0,0,24.7,1.07E+12,99.2,293.1,9.283,25.5,0
02/09/2017,20:00,14.7,261.98,0,0,27.2,1.20E+12,99.2,287.4,9.857,31.1,0
02/09/2017,21:00,14.7,261.98,3.6,94.4,27.8,1.25E+12,99.2,281.2,10.123,32.7,1
02/09/2017,22:00,14.7,261.98,0,0,25.8,1.18E+12,99.2,275.6,9.904,33.1,0
02/09/2017,23:00,14.7,261.98,0,0,21.6,9.85E+11,99.1,267.5,9.165,33.6,0
03/09/2017,0,14.7,261.98,3.7,17.2,16.1,7.32E+11,98.8,259.8,8.001,30.1,1
03/09/2017,01:00,14.7,261.98,0,0,10.4,4.94E+11,99,260.5,6.539,21,0
03/09/2017,02:00,14.7,261.98,0,0,6.1,3.10E+11,99.7,273.2,5.07,12.2,0
03/09/2017,03:00,14.7,261.98,0,0,3.8,2.03E+11,99.7,299.7,4.041,9.1,0
03/09/2017,04:00,14.7,261.98,0,0,3,1.49E+11,99.7,319.5,3.627,8.5,0
03/09/2017,05:00,14.7,261.98,0,0,2.8,1.39E+11,99.7,322.4,3.537,8.1,0
03/09/2017,06:00,14.7,261.98,3.9,96.4,2.8,1.44E+11,99.7,314.5,3.478,8.2,1
03/09/2017,07:00,14.7,261.98,0,0,2.8,1.49E+11,99.7,303.4,3.473,7.7,0
03/09/2017,08:00,14.7,261.98,0,0,2.9,1.52E+11,99.7,297.2,3.498,7.3,0
03/09/2017,09:00,14.7,261.98,0,0,2.6,1.35E+11,99.7,297.4,3.296,6.2,0
03/09/2017,10:00,14.7,261.98,0,0,2.1,1.05E+11,99.7,298.5,2.906,6.7,0
03/09/2017,11:00,14.7,261.98,0,0,2.2,1.05E+11,99.7,291.5,2.915,6.1,0
03/09/2017,12:00,14.7,261.98,0,0,3.6,1.66E+11,97.5,274.6,3.704,6.5,0
03/09/2017,13:00,14.7,261.98,0,0,6.5,2.67E+11,97.2,258.1,4.805,11.7,0
03/09/2017,14:00,14.7,261.98,3.9,64.2,8.9,3.48E+11,97.8,253.7,5.539,14.4,1
03/09/2017,14:00,14.7,261.98,3.8,10.9,8.9,3.48E+11,97.8,253.7,5.539,14.4,1
03/09/2017,14:00,14.7,261.98,4,11.3,8.9,3.48E+11,97.8,253.7,5.539,14.4,1
03/09/2017,15:00,14.7,261.98,3.7,106.2,10.4,4.11E+11,98.1,261.6,5.942,16.8,1
03/09/2017,16:00,14.7,261.98,0,0,12.8,5.16E+11,98.4,274,6.551,20.4,0
03/09/2017,17:00,14.7,261.98,0,0,16.6,6.94E+11,98.8,285.3,7.52,26,0
03/09/2017,18:00,14.7,261.98,0,0,21.1,8.98E+11,99,292.3,8.52,31,0
03/09/2017,19:00,14.7,261.98,3.9,18.8,24.8,1.07E+12,99.1,292.6,9.308,41.6,1
03/09/2017,20:00,14.7,261.98,3.8,173.8,27.2,1.20E+12,99.2,286.7,9.873,47.3,1
03/09/2017,21:00,14.7,261.98,0,0,27.8,1.25E+12,99.2,280.6,10.129,48.3,0
03/09/2017,22:00,14.7,261.98,0,0,25.7,1.17E+12,99.2,274.9,9.894,46.3,0
03/09/2017,23:00,14.7,261.98,0,0,21.5,9.76E+11,99,266.8,9.139,33.3,0
04/09/2017,01:00,14.7,261.98,3.9,99.4,10.2,4.84E+11,98.9,259.9,6.478,23,1
04/09/2017,02:00,14.7,261.98,0,0,5.9,3.02E+11,99.7,272.9,5.008,17.5,0
04/09/2017,03:00,14.7,261.98,3.7,65.9,3.7,1.97E+11,99.6,299.7,3.988,10.6,1
04/09/2017,04:00,14.7,261.98,0,0,2.9,1.46E+11,99.6,319.5,3.583,9.1,0
04/09/2017,05:00,14.7,261.98,0,0,2.8,1.36E+11,99.6,322.4,3.499,7.7,0
04/09/2017,06:00,14.7,261.98,4,80.6,2.7,1.41E+11,99.7,314.4,3.447,7.8,1
04/09/2017,07:00,14.7,261.98,4,137.9,2.8,1.47E+11,99.7,303.3,3.449,7.7,1
04/09/2017,08:00,14.7,261.98,4.2,17.1,2.8,1.50E+11,99.7,297.1,3.478,7.4,1
04/09/2017,09:00,14.7,261.98,3.9,95.8,2.5,1.33E+11,99.6,297.2,3.276,6.4,1
04/09/2017,10:00,14.7,261.98,0,0,2,1.04E+11,99.6,298.3,2.889,7,0
04/09/2017,11:00,14.7,261.98,0,0,2.1,1.05E+11,99.6,291.4,2.907,6.7,0
04/09/2017,12:00,14.7,261.98,0,0,3.6,1.67E+11,97.2,274.6,3.706,7.3,0
04/09/2017,13:00,14.7,261.98,0,0,6.5,2.68E+11,96.8,258.1,4.814,10.9,0
04/09/2017,14:00,14.7,261.98,4.2,17,8.9,3.49E+11,97.5,253.5,5.554,13.4,1
04/09/2017,15:00,14.7,261.98,3.8,83.7,10.5,4.13E+11,97.8,261.3,5.967,16.4,1
04/09/2017,16:00,14.7,261.98,0,0,12.9,5.21E+11,98.2,273.5,6.585,20.3,0
04/09/2017,17:00,14.7,261.98,0,0,16.8,7.01E+11,98.7,284.7,7.557,23.8,0
04/09/2017,18:00,14.7,261.98,0,0,21.2,9.06E+11,98.9,291.7,8.558,25.7,0
04/09/2017,19:00,14.7,261.98,0,0,25,1.08E+12,99,292,9.347,30.7,0
04/09/2017,20:00,14.7,261.98,0,0,27.4,1.21E+12,99.1,286.1,9.913,29.3,0
04/09/2017,21:00,14.7,261.98,0,0,28,1.26E+12,99.1,279.9,10.173,33.5,0
04/09/2017,22:00,14.7,261.98,0,0,25.9,1.18E+12,99.1,274.2,9.935,35.1,0
04/09/2017,23:00,14.7,261.98,0,0,21.6,9.80E+11,98.9,266.1,9.169,33.4,0
05/09/2017,01:00,14.7,261.98,0,0,10.2,4.81E+11,98.8,259.3,6.466,21.2,0
05/09/2017,02:00,14.7,261.98,0,0,5.9,2.99E+11,99.6,272.6,4.986,12.4,0
05/09/2017,03:00,14.7,261.98,0,0,3.6,1.95E+11,99.5,299.7,3.967,9.8,0
05/09/2017,04:00,14.7,261.98,0,0,2.9,1.45E+11,99.4,319.6,3.569,8.9,0
05/09/2017,05:00,14.7,261.98,3.8,86.2,2.8,1.35E+11,99.4,322.4,3.49,7.7,1
05/09/2017,06:00,14.7,261.98,3.4,119.5,2.7,1.41E+11,99.5,314.4,3.44,8.5,1
05/09/2017,07:00,14.7,261.98,0,0,2.8,1.47E+11,99.5,303.2,3.444,8.6,0
05/09/2017,08:00,14.7,261.98,0,0,2.8,1.50E+11,99.5,297,3.474,7.7,0
05/09/2017,09:00,14.7,261.98,3.8,121.7,2.5,1.33E+11,99.5,297.1,3.27,6.7,1
05/09/2017,10:00,14.7,261.98,4,19.7,2,1.03E+11,99.4,298.2,2.884,7.4,1
05/09/2017,10:00,14.7,261.98,3.7,16.3,2,1.03E+11,99.4,298.2,2.884,7.4,1
05/09/2017,11:00,14.7,261.98,0,0,2.1,1.05E+11,99.3,291.3,2.911,6.7,0
05/09/2017,12:00,14.7,261.98,0,0,3.7,1.68E+11,96.7,274.6,3.723,6.6,0
05/09/2017,13:00,14.7,261.98,3.5,3.8,6.6,2.71E+11,95.6,258.1,4.842,10.6,1
05/09/2017,14:00,14.7,261.98,0,0,9,3.54E+11,96.6,253.4,5.591,13.3,0
05/09/2017,15:00,14.7,261.98,0,0,10.6,4.19E+11,97.1,260.9,6.014,18.3,0
05/09/2017,16:00,14.7,261.98,0,0,13.1,5.29E+11,97.7,272.9,6.641,25.2,0
05/09/2017,17:00,14.7,261.98,0,0,17,7.11E+11,98.2,284.2,7.617,31.2,0
05/09/2017,18:00,14.7,261.98,3.8,137.7,21.5,9.18E+11,98.6,291.2,8.618,32.6,1
05/09/2017,19:00,14.7,261.98,4.6,16,25.3,1.09E+12,98.8,291.4,9.408,36,1
05/09/2017,19:00,14.7,261.98,4,15,25.3,1.09E+12,98.8,291.4,9.408,36,1
05/09/2017,20:00,14.7,261.98,0,0,27.7,1.22E+12,98.9,285.5,9.974,35.8,0
05/09/2017,21:00,14.7,261.98,0,0,28.2,1.26E+12,98.9,279.3,10.217,36.7,0
05/09/2017,22:00,14.7,261.98,0,0,26,1.18E+12,98.8,273.5,9.954,34.8,0
05/09/2017,23:00,14.7,261.98,0,0,21.5,9.76E+11,98.6,265.4,9.16,33.4,0
06/09/2017,01:00,14.7,261.98,0,0,10,4.73E+11,98.9,258.7,6.42,12.4,0
06/09/2017,02:00,14.7,261.98,4,67.2,5.8,2.93E+11,99.7,272.3,4.934,8.5,1
06/09/2017,03:00,14.7,261.98,0,0,3.5,1.90E+11,99.6,299.6,3.919,6.9,0
06/09/2017,04:00,14.7,261.98,0,0,2.8,1.41E+11,99.6,319.6,3.527,6.1,0
06/09/2017,05:00,14.7,261.98,0,0,2.7,1.32E+11,99.6,322.4,3.452,5.5,0
06/09/2017,06:00,14.7,261.98,0,0,2.7,1.38E+11,99.7,314.3,3.408,6.1,0
06/09/2017,07:00,14.7,261.98,0,0,2.7,1.45E+11,99.7,303.1,3.418,6.8,0
06/09/2017,08:00,14.7,261.98,3.6,76.5,2.8,1.48E+11,99.7,296.8,3.449,6,1
06/09/2017,09:00,14.7,261.98,0,0,2.5,1.31E+11,99.6,296.9,3.244,6.1,0
06/09/2017,10:00,14.7,261.98,0,0,2,1.01E+11,99.6,298.1,2.859,5.8,0
06/09/2017,11:00,14.7,261.98,3.4,70.1,2.1,1.04E+11,99.6,291.3,2.893,4.6,1
06/09/2017,11:00,14.7,261.98,3.9,95.9,2.1,1.04E+11,99.6,291.3,2.893,4.6,1
06/09/2017,12:00,14.7,261.98,0,0,3.6,1.67E+11,97.3,274.7,3.71,5.8,0
06/09/2017,13:00,14.7,261.98,0,0,6.5,2.70E+11,96.8,258.1,4.83,13.4,0
06/09/2017,14:00,14.7,261.98,0,0,9,3.53E+11,97.5,253.2,5.583,15.8,0
06/09/2017,15:00,14.7,261.98,0,0,10.6,4.19E+11,97.9,260.6,6.017,19.7,0
06/09/2017,16:00,14.7,261.98,0,0,13.1,5.30E+11,98.3,272.4,6.654,24.6,0
06/09/2017,17:00,14.7,261.98,0,0,17,7.14E+11,98.7,283.7,7.632,29.3,0
06/09/2017,18:00,14.7,261.98,0,0,21.5,9.21E+11,98.9,290.7,8.633,36.2,0
06/09/2017,19:00,14.7,261.98,0,0,25.3,1.10E+12,99.1,290.9,9.425,42.5,0
06/09/2017,20:00,14.7,261.98,0,0,27.8,1.22E+12,99.1,284.9,9.994,43.1,0
06/09/2017,21:00,14.7,261.98,4.2,30,28.3,1.27E+12,99.1,278.6,10.237,41.9,1
06/09/2017,22:00,14.7,261.98,0,0,26,1.18E+12,99.1,272.8,9.969,41,0
06/09/2017,23:00,14.7,261.98,0,0,21.5,9.74E+11,98.9,264.6,9.164,27.7,0
07/09/2017,01:00,14.7,261.98,0,0,9.9,4.68E+11,98.9,258.2,6.391,20.9,0
07/09/2017,02:00,14.7,261.98,4.1,11.8,5.7,2.88E+11,99.6,272,4.897,14.2,1
07/09/2017,03:00,14.7,261.98,0,0,3.5,1.87E+11,99.6,299.6,3.885,9,0
07/09/2017,04:00,14.7,261.98,0,0,2.8,1.39E+11,99.5,319.6,3.499,7.6,0
07/09/2017,05:00,14.7,261.98,0,0,2.7,1.31E+11,99.6,322.3,3.429,6.8,0
07/09/2017,06:00,14.7,261.98,0,0,2.7,1.37E+11,99.6,314.3,3.389,7.7,0
07/09/2017,07:00,14.7,261.98,4.7,24.8,2.7,1.43E+11,99.6,303,3.403,8.2,1
07/09/2017,08:00,14.7,261.98,3.8,16.3,2.8,1.46E+11,99.6,296.7,3.436,7.7,1
07/09/2017,09:00,14.7,261.98,0,0,2.5,1.29E+11,99.5,296.7,3.231,7.9,0
07/09/2017,10:00,14.7,261.98,0,0,2,1.01E+11,99.4,297.9,2.848,7.3,0
07/09/2017,11:00,14.7,261.98,0,0,2.1,1.04E+11,99.4,291.2,2.891,5.4,0
07/09/2017,12:00,14.7,261.98,0,0,3.7,1.68E+11,97.2,274.7,3.718,6.8,0
07/09/2017,13:00,14.7,261.98,0,0,6.6,2.72E+11,96.5,258.1,4.847,11.6,0
07/09/2017,14:00,14.7,261.98,3.8,72.8,9,3.56E+11,97.3,253.1,5.61,14.4,1
07/09/2017,15:00,14.7,261.98,3.6,159.8,10.8,4.24E+11,97.7,260.2,6.056,20,1
07/09/2017,16:00,14.7,261.98,0,0,13.3,5.37E+11,98.2,271.9,6.703,19,0
07/09/2017,17:00,14.7,261.98,3.6,128.9,17.3,7.23E+11,98.6,283.1,7.688,25.4,1
07/09/2017,18:00,14.7,261.98,3.8,59.4,21.8,9.33E+11,98.9,290.2,8.692,34.1,1
07/09/2017,19:00,14.7,261.98,0,0,25.6,1.11E+12,99,290.3,9.488,40.6,0
07/09/2017,20:00,14.7,261.98,0,0,28.1,1.24E+12,99.1,284.3,10.06,44.6,0
07/09/2017,21:00,14.7,261.98,4.1,93.6,28.3,1.27E+12,99.1,277.9,10.249,43.3,1
07/09/2017,22:00,14.7,261.98,0,0,25.6,1.16E+12,99,272.1,9.893,42.2,0
07/09/2017,23:00,14.7,261.98,0,0,20.8,9.41E+11,98.8,263.9,9.02,30,0
08/09/2017,01:00,14.7,261.98,3.6,163.7,9.4,4.41E+11,98.9,257.6,6.207,24,1
08/09/2017,02:00,14.7,261.98,0,0,5.3,2.68E+11,99.5,271.7,4.72,24.1,0
08/09/2017,03:00,14.7,261.98,0,0,3.2,1.74E+11,99.4,299.6,3.743,29.6,0
08/09/2017,04:00,14.7,261.98,8.2,45.9,2.6,1.29E+11,99.3,319.6,3.37,23.4,1
08/09/2017,05:00,14.7,261.98,3.3,97.7,2.5,1.21E+11,99.3,322.3,3.295,21.9,1
08/09/2017,05:00,14.7,261.98,4,20,2.5,1.21E+11,99.3,322.3,3.295,21.9,1
08/09/2017,06:00,14.7,261.98,3,4.1,2.4,1.25E+11,99.4,314.2,3.239,17.9,1
08/09/2017,06:00,14.7,261.98,3,3.5,2.4,1.25E+11,99.4,314.2,3.239,17.9,1
08/09/2017,06:00,14.7,261.98,3,3.9,2.4,1.25E+11,99.4,314.2,3.239,17.9,1
08/09/2017,06:00,14.7,261.98,3,3.5,2.4,1.25E+11,99.4,314.2,3.239,17.9,1
08/09/2017,06:00,14.7,261.98,3,3.6,2.4,1.25E+11,99.4,314.2,3.239,17.9,1
08/09/2017,07:00,14.7,261.98,3,4,2.4,1.29E+11,99.4,303,3.23,10.2,1
08/09/2017,07:00,14.7,261.98,3,3.8,2.4,1.29E+11,99.4,303,3.23,10.2,1
08/09/2017,08:00,14.7,261.98,4.6,17.6,2.5,1.30E+11,99.4,296.5,3.24,5.3,1
08/09/2017,08:00,14.7,261.98,4,34.9,2.5,1.30E+11,99.4,296.5,3.24,5.3,1
08/09/2017,09:00,14.7,261.98,0,0,2.2,1.14E+11,99.3,296.6,3.032,5,0
08/09/2017,10:00,14.7,261.98,4.5,50,1.7,88352000000,99.2,297.8,2.669,5.8,1
08/09/2017,11:00,14.7,261.98,0,0,1.9,91442000000,99.2,291.2,2.717,6,0
08/09/2017,12:00,14.7,261.98,4.7,16.5,3.2,1.47E+11,96.8,274.7,3.475,7.9,1
08/09/2017,13:00,14.7,261.98,4.3,36.7,5.7,2.34E+11,94.9,258.1,4.498,9.7,1
08/09/2017,14:00,14.7,261.98,4.6,32.2,7.8,3.03E+11,96.2,252.9,5.177,9.7,1
08/09/2017,14:00,14.7,261.98,3.7,16.1,7.8,3.03E+11,96.2,252.9,5.177,9.7,1
08/09/2017,14:00,14.7,261.98,3.3,24.3,7.8,3.03E+11,96.2,252.9,5.177,9.7,1
08/09/2017,15:00,14.7,261.98,4,33.2,9.3,3.63E+11,96.9,259.8,5.603,16.9,1
08/09/2017,15:00,14.7,261.98,4.2,60,9.3,3.63E+11,96.9,259.8,5.603,16.9,1
08/09/2017,16:00,14.7,261.98,4.9,44.5,11.6,4.62E+11,97.6,271.4,6.221,23.4,1
08/09/2017,17:00,14.7,261.98,4.1,29.7,15,6.22E+11,98.3,282.6,7.135,31.7,1
08/09/2017,17:00,14.7,261.98,4,16.1,15,6.22E+11,98.3,282.6,7.135,31.7,1
08/09/2017,17:00,14.7,261.98,4.4,50,15,6.22E+11,98.3,282.6,7.135,31.7,1
08/09/2017,18:00,14.7,261.98,4,65.8,18.8,7.98E+11,98.6,289.6,8.042,33.6,1
08/09/2017,19:00,14.7,261.98,4.3,6.8,21.8,9.41E+11,98.8,289.7,8.731,26.8,1
08/09/2017,19:00,14.7,261.98,3.9,17.1,21.8,9.41E+11,98.8,289.7,8.731,26.8,1
08/09/2017,19:00,14.7,261.98,3.8,142.3,21.8,9.41E+11,98.8,289.7,8.731,26.8,1
08/09/2017,20:00,14.7,261.98,3.7,28.6,23.6,1.03E+12,98.9,283.7,9.2,34.8,1
08/09/2017,20:00,14.7,261.98,3.9,16,23.6,1.03E+12,98.9,283.7,9.2,34.8,1
08/09/2017,20:00,14.7,261.98,3.6,16.1,23.6,1.03E+12,98.9,283.7,9.2,34.8,1
08/09/2017,20:00,14.7,261.98,3.5,16.1,23.6,1.03E+12,98.9,283.7,9.2,34.8,1
08/09/2017,21:00,14.7,261.98,3.6,16.1,23.8,1.06E+12,98.9,277.3,9.393,43.5,1
08/09/2017,21:00,14.7,261.98,3.7,16.1,23.8,1.06E+12,98.9,277.3,9.393,43.5,1
08/09/2017,21:00,14.7,261.98,3.7,101.6,23.8,1.06E+12,98.9,277.3,9.393,43.5,1
08/09/2017,21:00,14.7,261.98,3.7,60.6,23.8,1.06E+12,98.9,277.3,9.393,43.5,1
08/09/2017,21:00,14.7,261.98,4.5,15,23.8,1.06E+12,98.9,277.3,9.393,43.5,1
08/09/2017,22:00,14.7,261.98,4.5,19.3,21.8,9.85E+11,98.8,271.4,9.116,48.5,1
08/09/2017,22:00,14.7,261.98,4.6,15,21.8,9.85E+11,98.8,271.4,9.116,48.5,1
08/09/2017,22:00,14.7,261.98,4.3,41.9,21.8,9.85E+11,98.8,271.4,9.116,48.5,1
08/09/2017,23:00,14.7,261.98,3.9,27.7,17.9,8.04E+11,98.6,263.2,8.349,27.7,1
08/09/2017,23:00,14.7,261.98,3.6,16,17.9,8.04E+11,98.6,263.2,8.349,27.7,1
08/09/2017,23:00,14.7,261.98,4.1,16.3,17.9,8.04E+11,98.6,263.2,8.349,27.7,1
08/09/2017,23:00,14.7,261.98,4.1,16.4,17.9,8.04E+11,98.6,263.2,8.349,27.7,1
08/09/2017,23:00,14.7,261.98,3.3,20,17.9,8.04E+11,98.6,263.2,8.349,27.7,1
09/09/2017,01:00,14.7,261.98,4.2,16,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,4.1,75.2,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,4.5,16.7,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,3.9,69.6,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,3.6,16.2,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,4.5,55.3,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,4.3,75.3,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
09/09/2017,01:00,14.7,261.98,3.7,16.6,8.2,3.82E+11,98.9,257.1,5.787,14.7,1
